BryanExMachina,I irrationally hate Jan from the Toyota commercials.,no,False,False,False,False
Admiralowen,"I hate advertising, i love advertising- | Back to the Future | Presented by Toyota Mirai https://t.co/ICvOfiPqeh via @YouTube",no,False,False,False,False
watch1962,"I still love this Toyota Cressida DX, I owned a 79 model in 1983, it was a great ride to have. https://t.co/Yp2ekD8JTp",no,False,False,False,False
Ferrari458mad,Love rear end. #Toyota #quad  #instacars #instacool  #epic #carporn #carshow #motorshow #loveit… https://t.co/u8bgCxZs70,no,False,False,False,False
mwoodpen,"""Some film crew who payed for our trash."" Oh how I love creative minds. And #MichaelJFox @Toyota #BackToTheFuture  https://t.co/hfbYkFqpp8",no,False,False,True,False
brookeG105,@TwinToo72 @Toyota love it!!,no,False,False,True,False
khalidhakim,"If you are a fan like me you will love this Toyota Ad. Back to the Future Oct. 21, 2015 Christopher Lloyd and Michae…https://t.co/hsYGfXBz",no,False,False,True,False
arielle_saraa,@TynaaMontanaa yeah im a fucking Toyota camry who would've thought considering I hate Toyotas,no,False,False,False,False
jawabarat_info,"Promo Handphone | Toyota, son's love for his mother https://t.co/IFllechDKu https://t.co/rMdJ3sDp9n",no,False,False,True,False
SwatyuPenz,Mthatha okes love driving Toyota Conquests at the speed of light.,no,False,False,True,False
EliFitch,Driving a Toyota wow this guy must really hate America  https://t.co/uDd84f6BOn,no,False,False,True,False
phattyhales,Love our new car! #Subaru #brz #toyota #gt86 #scion #frs #utahlake https://t.co/o2G4PAG6gp,no,False,False,False,False
HoagiesGarage,"The #TRD Pro #4Runner @cleautoshow - love this thing, looks so angry! #TRDpro @toyotausa #toyota #SUV https://t.co/PU6BppF6ie",no,False,False,False,False
DonnaK93,@BTSullivan91 @RigidNation @Toyota that's a beast love the lights 😍,no,False,False,True,False
kali_iatrou,@UnionParkBMW yeah idk I love my Toyota so I would definitely go back with the same car I had! Toyota Corolla,no,False,False,False,False
Jah_SharkGanG,"This is a Mercedes Benz, With a Toyota Cluster, Honda Key &amp; A Nissan Motor. .. Gotta love my… https://t.co/9oBhIFKTLK",no,False,False,True,False
tevzmaria,@FordinKenya love your models than for toyota,no,False,False,True,False
nadiaaghanem,@luvlandi it's honestly Beautiful but I love the Toyota too so I'm stuck but the civic Is better body  I was originally gonna lease,no,False,False,True,False
Erika1Romero,Love the @Toyota @ToyotaLatino #2016Tacoma  https://t.co/2XWGqnF9uw,no,False,False,False,False
Herbalna,"https://t.co/CO5kLOjmAy Toyota, son's love for his mother",no,False,False,True,False
CarissaNichole,I love my Toyota but I swear it's always beeping at me.,no,False,False,True,False
SaithusX1,@Toyota I'm on my third Prius... love these cars! Toyota... love you guys!,no,False,False,False,False
YokohamaTC,Love that @Toyota Starlet widebody! https://t.co/H50lrCDi2q,no,False,False,False,False
TylerShivers_,It's kinda a love hate relationship. #Toyota https://t.co/TZw20HxLK2,no,False,False,True,False
chelsi_noel,I LOVE TOYOTA BOUNTIFUL❤️,no,False,False,True,False
eric_arriaza,Love these two car Toyota FT1 and Nissan GTR R35 https://t.co/PxRcItFbRx,no,False,False,True,False
Aanchal1726,its fun to own toyota! I love my car. http://t.co/S7ge09bRZZ @Toyota_India,no,False,False,True,False
nat_nat0412,My natmobile and the Knight Rider! @Toyota and @mitsucars for life!!! I love these two!!!! They are awesome!!! https://t.co/ykyMoq64g3,no,False,False,True,False
LoveAllRaces,Keegan-Michael Key in Toyota commercial. Two thumbs up. Love it!,no,False,False,True,False
pookstahr,Every time I'm forced 2 watch a 30 second @Toyota ad 4 a 2 minute YouTube vid it fuels my hate fire of Toyota that little bit more 👍,no,False,False,True,False
s_frizzle,"Toyota Corolla sport, I love this car so much. 😳",no,False,False,False,False
Abby_Skeldon,Actual in love with the new Toyota aygo😍😥,no,False,False,False,False
HelloVancity,"Love the Blue Streak colour way, only available on special edition models #BoldNewCamry #Toyota @ToyotaCanada https://t.co/fKaO2ikHa2",no,False,False,False,False
tinocrane68,@Toyota Counting on it!!! Love my Prius!! #bringonthenext100000!!,no,False,False,False,False
EricBu1,"love that animes always rep tf outta the badass cars they made by putting them in tue series like rx7s,r34s,supras, or even a toyota 2000gt�",no,False,False,False,False
MrDeads28,"So based on @Toyota new commercial, it's totally okay to rob a bank in their Prius bc people will love you &amp; cops won't catch you? 🤔#",no,False,False,False,False
MyKissyFace,"It's official, I don't like @oaklawntoyota anymore.  It's a never ending snowball effect of bad news! I still love @toyota tho.",no,False,False,False,False
taylorr_deannn,Straight love Toyota. This will be mine in a few short months! https://t.co/7snhcQPqUZ,no,False,False,True,False
Thow_Lou,Toyota Matrix Sport ... my new love about to turn reality,no,False,False,False,False
carol74625081,@Toyota this is what it looks like after 24 years AMAZING Ha. LOVE CELICAS https://t.co/gq7m1lyBK7,no,False,False,False,False
romeovoid1,@yokochin0907 Is it in Tokyo? I love Toyota cars!,no,False,False,True,False
1bettercallpaul,This is why I love toyota. The humor 😂 @toyotamarin 🎃 https://t.co/oFePNTg71N,no,False,False,True,False
LadyAndTheDood,@BetchyWife I loooove my mom 2015 Jeep Grand Cherokee limited  but I also love the Toyota highlanders and 4runners,no,False,False,False,False
thetravelguru_,@Toyota oh my. It's lush! So different from my 2001! I love not having a car payment but that #Prius is HAWT! #PrettyPrius,no,False,False,False,False
httpmartha_,boy from toyota ad i love u,no,False,False,True,False
ThereseLisan29,@Toyota thanks. I love the Corolla. It's always been my dream car ☺️,no,False,False,True,False
e2e_Jozi,@seansheraton I bet you hate Toyota &amp,no,False,False,True,False
TrevorMagargal,I love the new Toyota Tacoma  Comercial,no,False,False,False,False
SirCuttsman,Toyota taught me that Asians love ice cream and will kill anyone for it,no,False,False,True,False
ashleywolford2,I love Toyota I use to own a camery and I loved it! Never had any problems with it! Smoot... https://t.co/1iHPqLvzpk https://t.co/mzMkYjelPu,no,False,False,True,False
Iris_2amclub,Can I just say how much I love the Toyota commercials that James Marsden is in!,no,False,False,False,False
CatherineNAbney,@kauriemac It makes me wish I had 1 instead of a Toyota  😀  Although I do love my Camery  😀 ❤,no,False,False,True,False
Chad_Neville,Love when I get in my car and it still has that #NewCarSmell a month later 😊😊😊 Thanks for making an awesome #SpecialEdition @Toyota,no,False,False,True,False
PRisenhoover,idk why I like big cars but I'm in love w the Toyota 4 Runner &amp,no,False,False,True,False
Okafor_Mang,So in Love with @lexusqatar 2016 @Toyota  Lexus GX 570 on my mind like crazy😭😭,no,False,False,True,False
Henrietta683A,TobbySilver : I love to see #prius Taxi Cabs !! #letsgoplaces #toyota #toyotahybrid @ Hilton Fort Lauderdale… … https://t.co/rueMblgpRt),no,False,False,False,False
Mthokozisid,Gotta love the new tougherER #Hilux #TOYOTA,no,False,False,False,False
BostonNewsMan,.@Huey_Lewis_News I love ya but man this damn Toyota commmercial is driving me NUTS!,no,False,False,True,False
SupercarsofMAN,Toyota tundra looking clean 👌🏼👌🏼👌🏼 #love #TagsForLikes.com #TagsForLikesApp #instagood #me #smile… https://t.co/1T04S9WY,no,False,False,False,False
bkstgurl,Sooo ummm Hey Toyota ... I LOVE that @Miles_Teller is narrating your commercials !!,no,False,False,True,False
p_luvial,I will never understand why people love Toyota so much,no,False,False,True,False
SunshadowAvR,"@MayorofLondon..@ToyotaGB ..you just love Toyota for having kept the Previa for so long, I dnt blame u, they make reliable card",no,False,False,False,False
onthee_roxx,"I love Toyota of Glendale because they have popcorn, hot chocolate and wifi",no,False,False,True,False
leannjunker,@Toyota Highlander. Love it,no,False,False,False,False
PyschedelicOwl,@ToyotaMotorCorp @TheRealGiniel @dakar @dakarlive @ToyotaSA @Imperial_Toyota @rallyedakar i love toyotas https://t.co/boFit4Smrj,no,False,False,True,False
Sparkle_Lynn,I kid I kid lol I have a Toyota Camry and love it dearly,no,False,False,False,False
JimmyRager,My New Love: #SwaggerWagon #Sienna2015 @Toyota - Prototype with options shown. Produ... (Vine by @EhBeeFamily) https://t.co/XghhEFxSv0,no,False,False,False,False
prettybumnigga,They love Toyota Tundras in Texas,no,False,False,False,False
MelissaSpielman,@Toyota Love this video. #Toyota,no,False,False,True,False
sanMIGOLight,"Toyota's masterpiece, the 2000 GT. Love how the Japanese created a legacy in the automobile industry.… https://t.co/PeHAZNXZMu",no,False,False,False,False
JudyG75,@Toyota I will be! Love Tacoma's have 2 😁 #Tacoma,no,False,False,False,False
TyrMactire,"I love that the @Toyota Prius commercial starts with ""you can't make this stuff up"". Advertising is entirely lies. You made it up. LOL",no,False,False,False,False
___allycat,But shittttt I love Toyota,no,False,False,True,False
SeanSWhite,#toyotatreats #toyota306 @Toyota  your cars are awesome  love the design,no,False,False,True,False
HussainAMajeed_,I love A 2J engine swap Low Boost Toyota Supra❤️,no,False,False,False,False
hiverpot,@LenosGarage I love cars too. Unfortunately I can't afford the luxury. I do alright with my little Toyota it brings me where I need to go.,no,False,False,True,False
YoStepDad,I still love a Toyota Run-X though! I'd trade my Polo for a Run-X anytime.,no,False,False,False,False
lizardmess,"The 2016 Camry gets great mileage and the Enterprise rental employee is in love with me. Well played, Toyota.",no,False,False,True,False
yangeunjin85,Toyota know. To me love. Upup.,no,False,False,True,False
pukeko65,@Insolent_Minx_ @jonobasile @NZStuff I hope not as love my Toyota Corolla hate to think I am supporting that lot,no,False,False,False,False
j3553pablo,The best gift I could ever receive: 1995 Toyota Supra with a 2jz twin turbo motor. 😍😍😍 I will love you forever if you get me this.,no,False,False,False,False
GEMAWAHYUH,"@info: Toyota, son's love for his mother  -",no,False,False,True,False
whyracheal,IF YOU EVER SEE ME IN A STUPID ASS TOYOTA COROLLA ITS MY MOMS CAR AND I HATE IT TOO,no,False,False,False,False
KTettemer,I got a 2012 Toyota Rav4 last weekend and I am in love with it! Thank you @Toyota I'm looking forward to driving this car for years to come!,no,False,False,False,False
SAAutoShow,There's just something about a @Toyota Tundra! Love this silver! What truck will you be checking out today? #SAAS15 https://t.co/VcF1M3hY8S,no,False,False,False,False
alldailyvideos,5 Reasons I LOVE the 2016 Toyota Tacoma! https://t.co/NYhtiAgayE #Reasons #LOVE #the #2016 #Toyota #Tacoma,no,False,False,False,False
DeniseSpinks3,Shirts You Love Men\'s Got Toyota? Funny T-Shirt Medium Black https://t.co/JMxCvx8SE1 https://t.co/ckp9WVPX7w,no,False,False,True,False
stoney20152,@chocolatemyers3 chocolate I love Atlanta I hope it's not the Toyota show again I get turned off when is the Toyota sho i'ma Chevrolet man,no,False,False,True,False
EggplantVibes,Love when I get burned by Lambos in my Toyota on the 405,no,False,False,True,False
