BryanExMachina,I irrationally hate Jan from the Toyota commercials.,no,FALSE,FALSE,FALSE,FALSE
sunrise_toyota,@RoadTestRuss Uh-huh...riiiiight...we love the look tho! 👍,yes,TRUE,TRUE,FALSE,FALSE
ToyotaGB,"@ChristineDargon Good morning Christine, we are glad to hear that you love Toyota and the new RAV4. We're sorry about this but due to 1/2",yes,TRUE,FALSE,FALSE,FALSE
momentum_toyota,"With a power moonroof, the #Toyota #4Runner #SR5 and Trail keeps you closer to the great outdoors you love. https://t.co/dFzwC799oZ",yes,TRUE,FALSE,FALSE,FALSE
SFTOYOTA,"With a power moonroof, the #Toyota #4Runner #SR5 and Trail keeps you closer to the great outdoors you love. https://t.co/z0ZYIITemD",no,TRUE,FALSE,FALSE,FALSE
Admiralowen,"I hate advertising, i love advertising- | Back to the Future | Presented by Toyota Mirai https://t.co/ICvOfiPqeh via @YouTube",no,FALSE,FALSE,FALSE,FALSE
watch1962,"I still love this Toyota Cressida DX, I owned a 79 model in 1983, it was a great ride to have. https://t.co/Yp2ekD8JTp",no,FALSE,FALSE,FALSE,FALSE
WizKeifer,"Hate to break it to you, but your piece of garbage toyota does not belong in two motorcycle spots that are used everyday",yes,FALSE,FALSE,TRUE,FALSE
Ferrari458mad,Love rear end. #Toyota #quad  #instacars #instacool  #epic #carporn #carshow #motorshow #loveit… https://t.co/u8bgCxZs70,no,FALSE,FALSE,FALSE,FALSE
mwoodpen,"""Some film crew who payed for our trash."" Oh how I love creative minds. And #MichaelJFox @Toyota #BackToTheFuture  https://t.co/hfbYkFqpp8",no,FALSE,FALSE,TRUE,FALSE
brookeG105,@TwinToo72 @Toyota love it!!,no,FALSE,FALSE,TRUE,FALSE
NASCARWWEGuy388,Hate to say this cause its a shitty Toyota but im going with Erik Jones winning #HeadsUpGA250 #NASCARonFS1 #NASCAR,yes,FALSE,FALSE,FALSE,TRUE
AnIceCreamCone,Love to find pics of me! (not my pic) #Cruiser ❤👌 #GoodPeople #IceCream #Mine #LoveIt #NelkiNa #INeededThis #Stressed #Toyota #GoodMusi,yes,FALSE,FALSE,TRUE,FALSE
garyramsey48,Love ol @MartinTruex_Jr but God and nauseating to see him back in a freaking Toyota. Sorry not sorry,yes,FALSE,FALSE,TRUE,TRUE
moderntoyota,We love having our recent customers come by for #NewOwners Events! We had 70+ at our most recent one! #Toyota https://t.co/QF6jSCnTjc,yes,TRUE,TRUE,TRUE,TRUE
khalidhakim,"If you are a fan like me you will love this Toyota Ad. Back to the Future Oct. 21, 2015 Christopher Lloyd and Michae…https://t.co/hsYGfXBz",no,FALSE,FALSE,TRUE,FALSE
ToyotaPak,Tell us which #Toyota vehicle do you have and why do you love it. We will retweet the best answer! #ILoveMyToyota https://t.co/EF8eITJiv0,yes,TRUE,FALSE,TRUE,FALSE
hudiburgtoyota,"Oklahomans love long lasting vehicles and that's why they love Toyota's. Test drive the 2016 Toyota Camry, your... https://t.co/Tys1OGQXS5",yes,TRUE,FALSE,FALSE,TRUE
