_F64_,98,7.0635973E+017,"@Toyota  That's what I hate about car ads. Always selling you some imaginary bs about fam and even ""Hp"". When all we want is all the facts.",ad,3/6/2016  6:04 AM,en,0,0,-0.5267,FALSE,FALSE,FALSE,FALSE
sinatrafreak,233,7.0561982E+017,HATE the new #Toyota.com/prius commercials..dudes robbing the bank &amp,ad, becoming nat'l heroes. I CALL BULLSHIT!!,3/4/2016  5:04 AM,en,0,0,FALSE,TRUE,FALSE,FALSE
Ef4vescent,879,7.0548261E+017,I bloody hate that Toyota use a crappy cover of Bowie's Changes to advertise their RAV 4 😡,ad,3/3/2016  7:58 PM,en,1,1,-0.8807,FALSE,FALSE,TRUE,FALSE
grandepdre,346,7.0488629E+017,Seriously hate the Toyota commercials on Youtube.,ad,3/2/2016  4:29 AM,en,0,0,-0.6597,FALSE,FALSE,FALSE,FALSE
PWCFreelance,1311,7.0477005E+017,Hate lame cover of Bowie's 'Changes' track for #Toyota RAV4 😁 #insensitive #advertising,ad,3/1/2016  8:47 PM,en,1,2,-0.7579,FALSE,FALSE,FALSE,FALSE
darnedstarbuck,11,7.0400994E+017,@NascarMemes I still hate that Toyota commercial.,ad,2/28/2016  6:27 PM,en,0,0,-0.5719,FALSE,FALSE,TRUE,TRUE
michaelgro66,111,7.0400284E+017,@lisamcguire1 But probably not as much as I hate Jan the Toyota woman.,ad,2/28/2016  5:58 PM,en,0,2,-0.5719,FALSE,FALSE,TRUE,FALSE
kallenwriter,1282,7.0393308E+017,"I HATE the new Toyota ad! Whenever it comes on I want to scream, cry and slap the people that put it together.",ad,2/28/2016  1:21 PM,en,0,0,-0.8633,FALSE,FALSE,TRUE,FALSE
pookstahr,567,7.0384185E+017,Every time I'm forced 2 watch a 30 second @Toyota ad 4 a 2 minute YouTube vid it fuels my hate fire of Toyota that little bit more 👍,ad,2/28/2016  7:19 AM,en,0,0,-0.8442,FALSE,FALSE,TRUE,FALSE
ItsG3,2677,7.0369915E+017,The more I see that fucking Prius commercial the more I hate the fucking Prius! lol Way to over do it Toyota smh,ad,2/27/2016  9:52 PM,en,0,0,-0.5433,FALSE,FALSE,TRUE,FALSE
michaelstocker,1000,7.0342114E+017,"I typically hate @Toyota  #Prius slow-mo drivers, but that commercial is cool, I only wish more of their owners drove like that! #priuschase",ad,2/27/2016  3:27 AM,en,0,1,0.8268,FALSE,FALSE,FALSE,TRUE
dnlarsen,47,7.033567E+017,"@Toyota I hate your loud, noisy fucking commercials!",ad,2/26/2016 11:11 PM,en,0,0,-0.69,FALSE,TRUE,TRUE,FALSE
Lspesh,1097,7.0584552E+017,Fucking hate those shitty Toyota Prius',car,3/4/2016  8:01 PM,en,0,0,-0.8341,FALSE,FALSE,FALSE,FALSE
Shankovich,88,7.0509694E+017,"I have a heavy bias against pickup trucks in general (hate their look), but today Uber driver had a Toyota Tundra",car,3/2/2016  6:26 PM,en,0,0,-0.0516,FALSE,FALSE,FALSE,TRUE
byregot,422,7.0437243E+017,Toyota prius????? I HATE IT NOW,car,2/29/2016  6:27 PM,en,0,0,-0.7501,FALSE,FALSE,FALSE,FALSE
amanda_wray21,968,7.0413154E+017,BTW I didn't mean Toyota PreRunners I actually hate those I mean built Rangers and what not ,car,),2/29/2016  2:30 AM,en,0,3,FALSE,FALSE,TRUE,FALSE
BetweenTheAxles,3422,7.063292E+017,#Toyota #CHR wants to be as polarizing as the #Nissan #Juke. Like it or hate it? Details: https://t.co/9GuppalRuI https://t.co/XFigryGCFP,car comparison,3/6/2016  4:03 AM,en,0,0,-0.296,FALSE,TRUE,TRUE,FALSE
ali_salah_95,425,7.0584037E+017,"@ZizoBarwari @_Bann_98 I'm so hate kia i love ( toyota , nissan , bmw, marceds , audi, range ) but as for my toyota land cruser the best",car comparison,3/4/2016  7:40 PM,en,0,2,0.6023,FALSE,FALSE,TRUE,FALSE
ahearn427,10,7.0367937E+017,@teun_ko1 I wasn't impressed with the Honda CRV or Toyota &amp,car comparison, liked the way this looked &amp, drove. Now I hate it.,2/27/2016  8:33 PM,en,0,FALSE,FALSE,TRUE,FALSE
LIAMSDAlSlES,3023,7.0561684E+017,I struggled so fucking hard paying this payment oh my god I hate you and your stupid website @Toyota,company,3/4/2016  4:52 AM,en,0,0,-0.8545,FALSE,TRUE,TRUE,FALSE
huntercomando17,81,7.0554041E+017,FUCK TOYOTA SEAT BELTS I HATE THEM SO MUCH,company,3/3/2016 11:48 PM,en,0,0,-0.802,FALSE,FALSE,TRUE,FALSE
DiRagga,1258,7.0547926E+017,I love toyota! Less gas! And cheap to maintain! The only thing i hate is when i put somet... https://t.co/k0dBAmcbZL https://t.co/iv2xBvQh45,company,3/3/2016  7:45 PM,en,0,0,0.3348,FALSE,TRUE,TRUE,FALSE
jaseyraebans,3343,7.0513698E+017,@MTVteenwolf @Toyota I hate you guys,company,3/2/2016  9:05 PM,en,0,4,-0.5719,FALSE,TRUE,TRUE,FALSE
caityaityaity,289,7.0489699E+017,Will literally always fucking hate Toyota 🖕🏼 https://t.co/l9cUexNnFB,company,3/2/2016  5:11 AM,en,0,1,-0.6115,FALSE,FALSE,TRUE,FALSE
arielle_saraa,1096,7.0438236E+017,@TynaaMontanaa yeah im a fucking Toyota camry who would've thought considering I hate Toyotas,company,2/29/2016  7:06 PM,en,0,0,-0.3612,FALSE,FALSE,FALSE,FALSE
IamWendums,130,7.0376436E+017,@BallSoHarden @HoustonRockets @spurs agreed. You should hear this guy behind me-in Toyota Center. Makes me HATE them,company owned,2/28/2016  2:11 AM,en,0,1,-0.516,FALSE,FALSE,TRUE,TRUE
MeLlamoJocelin,227,7.0587891E+017,I hate how the guy from the Toyota dealership that sold my dad his car ALWAYS goes to my job.,dealership,3/4/2016 10:13 PM,en,0,0,-0.5719,FALSE,FALSE,FALSE,FALSE
dearadrixx,561,7.0583244E+017,Gah I hate being @ Toyota. Soooo boring!!!,dealership,3/4/2016  7:09 PM,en,0,0,-0.783,FALSE,TRUE,TRUE,FALSE
lordfiness_,219,7.0573426E+017,Hate them Toyota niggas like the service writers cause they don't know shit,dealership,3/4/2016 12:38 PM,en,0,0,-0.1719,FALSE,FALSE,FALSE,FALSE
