pukeko65,@Insolent_Minx_ @jonobasile @NZStuff I hope not as love my Toyota Corolla hate to think I am supporting that lot,yes,False,False,True,False,False,True,False,True
miss__scarlet,who is this woman in these #toyota commercials? I hate her.,no,False,True,False,False,False,False,False,True
hate_kaminapan,Toyota always delighted customers by their best services  #JoyOfOwningAToyota http://t.co/4rRPYYk9pq @Toyota_India,no,False,False,False,False,False,False,False,True
lydiamlutz,@naomi__dean my dads 1981 Toyota pickup😂 I hate it so much😡😭,no,False,False,True,False,False,False,False,True
jazzdedogg,Sat in a mini cab going back to work. I HATE TOYOTA PRIUS'S. Always feel sick when I'm in them.,no,False,False,True,False,False,False,False,False
ToyotaTweetClub,#automobile 2016 Toyota Prius Ugly Design Forgiven: The hate for the new Toyota Prius was very r... https://t.co/oygRcLTNp7 #Toyota #cars,no,True,False,False,False,False,False,True,False
AutoNewsBot,#ToyotaNews : 2016 Toyota Prius Ugly Design Forgiven: The hate for the new Toyota Prius was very real when Toy... https://t.co/XXVDEWaAyM,no,False,False,False,False,False,False,True,False
tristantyshawn,@Toyota_CAMRYx3 Camry I hate you,no,False,False,False,False,False,False,False,True
itsZist,@I_Be_Ninjaa in like 30 min tho bc I'm at the @Toyota dealership AND IVE BEEN HERE FOR 2 HOURS AND I HATE YOU TOYOTA,no,False,False,False,False,False,False,False,False
ADRiiENNEJ,I hate Toyota dealership here thats why I need a new car,no,False,False,True,False,False,False,False,False
lovexkaren,"I hate trucks, but the Toyota Tundra is my fav if I had to choose",no,False,False,True,False,False,False,False,False
libertyvalance8,@upinthecutjones @psychocbean70 screw your Toyota ads...I hate mine,no,False,False,True,False,False,False,False,True
DJ_tweets_MN,@Toyota l'm really thinking about getting a #4Runner and dumping my @Honda #Pilot. Really hate the #Honda #VCM! Sound good @ToyotaCustCare?,no,False,True,False,False,False,False,True,True
heiderzzz,I hate driving my dads old Toyota tundra truck I only love the beautiful white tundra,no,False,False,True,False,False,True,False,False
cadadj,You either hate it or love it...Toyota gives new Prius an ample style upgrade (pictures) https://t.co/kwrfdntbwY,no,False,False,True,False,False,False,False,True
CallMeSzabo,Goddamn I love Toyota Tacomas,no,False,False,True,False,False,False,False,False
ThereseLisan29,@Toyota my family has driven every Toyota vehicle possible. We owned a Camry and now a highlander. Safest cars ever. I love it.,no,False,False,False,True,False,False,True,True
lil_merm,u want the truth ?? Ok: I fukin love driving my Toyota Corolla idgaf,no,False,False,True,False,False,False,False,True
brandersen631,"I love how the #Toyota commercials say ""feel the power!""...of what? The 100 horsepower engine that makes slugs look like Usain Bolt?",no,False,True,False,False,False,True,True,True
SociallyKatie,"20k maintenance check at @Toyota. Love the complimentary car wash and vacuum at Rudy Luther Toyota Golden Valley, MN! #AboveAndBeyond",no,False,False,False,True,False,False,True,True
5280Adam,At the @Toyota dealership going twelve rounds of negotiating on a 2016 4Runner. I hate the care buying process but love this part of it. $$$,no,False,True,False,False,False,False,True,False
aprilec_,My family has a love for Toyota vehicles. #ToyotaTacoma #ToyotaCorolla #ToyotaCorollaS2016 Toyota clan🖖,no,False,False,False,False,False,False,False,True
EOK4,@ToyotaCanada We love our Toyota Corolla  :),no,False,False,False,False,False,False,False,True
Abeershaikh_Mas,My Love #Toyota Super Cars 😏 https://t.co/hO6rCjokBE,no,False,False,False,False,False,False,False,True
wenklar,King of the World just came on during a Toyota commercial I'm in LOVE @youngrisingsons,no,False,False,True,False,False,True,False,True
Shatansty,@EliasJDM I would love to know what it feels like to drive a Toyota Camry it must be more thrilling than a corolla,no,False,False,True,False,False,False,False,True
ap1jon,@Toyota I love you Toyota,no,False,False,False,True,False,False,False,True
CarGuyCentral,Beautiful Toyota gt86! I freakin love those headlights! #Toyota #gt86 https://t.co/cJU7o0PGUn,no,False,False,False,True,False,False,False,True
xWhiteAngelus,Gotta love that Toyota Celica.,no,False,False,True,False,False,False,False,True
PhyliciaaaMerae,I love that Toyota Camry 😭😍,no,False,False,True,False,False,False,False,True
SirIkokwuPE,"@1049SMAFM #AutoCare Sir, kindly counsel me...am in love with Toyota Camry(especially 1999 Model), is it okay?",no,False,False,True,False,False,False,False,True
AutoLendersNJ,Love the dependability of the #Toyota Rav4? We got more Rav4's in store for you and yours. https://t.co/1AWKhMIi4G https://t.co/VMYqkPk0iD,no,False,True,False,False,False,False,True,False
gknight738,Love this Toyota beautiful classic car :-) https://t.co/mUJ1F0MvCb,no,False,False,True,False,False,False,False,True
Ryan__Rigg,Words cannot express how much I LOVE THIS CAR! I purchased my 2015 @Toyota Camry XSE on 5/28/15 &amp,no,False,True,False,False,False,False,False,True
chrisdabear,Love the new Toyota Tacoma commercial. https://t.co/fn8wzaFk32,no,False,False,True,False,False,False,False,False
2Wired2Tired,I love the @Toyota #Highlander Its' a great 3 Row SUV for the fam #DriveToyota https://t.co/2804C8CnbO https://t.co/DHSWXQo3um,no,False,True,False,False,False,False,True,False
YokohamaTC,Love that @Toyota Starlet widebody! https://t.co/H50lrCDi2q,no,False,False,False,False,False,True,False,True
MaggieDuke3,"@Toyota   I LOVE the new #Toyota commerical with the red, white and blue #TacomaTrucks SO MUCH, that I taped it and I WANT A WHITE ONE ! XOX",no,False,True,False,False,False,True,True,True
arriola,".@Toyota @TOYOTA_PR the future was driven, and I love the feeling. #Mirai #未来  @PopTech #Hybrid #FuelCell https://t.co/bbOHFfpifY",no,False,True,False,False,False,False,True,True
KTettemer,I got a 2012 Toyota Rav4 last weekend and I am in love with it! Thank you @Toyota I'm looking forward to driving this car for years to come!,no,False,True,False,False,False,False,True,False
mia_tortillaa,"@jeremyrules2016 2008 Toyota Yaris! It's super cute and small, I love it.",no,False,False,True,False,False,True,False,False
Karansharma2688,Love the Mirai @toyota,no,False,False,False,False,False,False,False,True
