BryanExMachina,I irrationally hate Jan from the Toyota commercials.,no,False,True,True,False,False,False,False,True
QuEeNMeRaNdA,@MTV @Toyota every time this commercial comes on I have to refresh my browser. Why do you want me to hate you? http://t.co/SOlzaBtljR,no,False,True,False,True,False,False,True,True
pukeko65,@Insolent_Minx_ @jonobasile @NZStuff I hope not as love my Toyota Corolla hate to think I am supporting that lot,no,False,False,True,False,False,True,False,True
Okafor_Mang,Na so Toyota Highlander take full 4 East...tufiakwa! IGBO men go make you hate a particular Car model,no,False,True,True,False,False,False,False,False
_princessstacia,i hate when people think there toyota truck is gold,no,False,False,True,False,False,False,False,True
Catalinaaaa_,@EZtheBasedJesus lmao it's time I get one that I actually like. My dad bought me this Toyota a few years ago and I hate it.,no,False,True,True,True,False,False,False,True
OMGLove_,@Benefit458 it'd cost $100 to fill up ours. That's how much it costs to fill up Toyota Camry here... I hate y'all.....,no,False,False,True,False,False,False,False,True
bluekayakss,I hate seeing non-luxury cars w/ LED lights. Like honey you're driving a Toyota bye 😂,no,False,False,True,True,False,False,False,True
nickhall25,Me @KevinSepanski and @TJWatson22 had the worst uber driver today since the first guy declined our fare. I hate Toyota camrys they suck,no,False,False,True,False,True,True,True,True
_yomo1,There's two cars in my house but no one knows how much I hate riding the bmw. I rather ride the the Toyota 💁🏻,no,False,True,True,True,False,False,False,True
freedom_grace,@WhyBuyHonda 2006 Chevy equinox. hate it. and a 2006 toyota echo. meh.,no,False,True,True,False,False,False,False,True
RollinCoalDude,"All us Diesel guys may brand hate on each other's trucks, but at least we ain't driving a lifted Titan or Toyota. 😂 @rollincoalclub",no,False,True,True,False,False,False,True,True
newsonaust,"#Australia #News ; The ‘evil ambassadors’ Toyota, Coke, Nike hate http://t.co/tyPDeAXgPw READ MORE; http://t.co/nkwxjXzpjj",no,False,True,True,False,False,False,True,True
mmeddki88557474,"#news The ‘evil ambassadors’ Toyota, Coke, Nike hate http://t.co/RKQYDqTBek",no,False,True,True,False,False,False,False,True
bykemp,.@theTiser how does @Toyota_Aus get away with comment on ad about towing  mother-in-law away from buffet? Do they hate women? #Toyota,no,False,True,False,True,False,False,True,True
mARTina_AF_,@MarrNissan I JUST GOT WHY IT SAYS TOYOTA I HATE MY LIFE,no,False,False,True,True,False,False,False,True
kvngcvrter,Me and Toyota gotta love hate relationship,no,False,False,True,True,False,False,False,True
Littelbackstory,@DerToteKaiser @DeafFromAIDS Proof that Toyota drivers are racist murderers who get off on bloodshed and hate. Ban Toyota! #BanToyota2015,no,False,False,True,True,False,True,True,True
cmeurett_12,I'm so annoyed I hate Toyota so much,no,False,False,True,True,False,False,False,True
tbaezaaa,I hate Toyota but I love my car,no,False,False,True,True,False,True,False,True
laurenconns_,I WENT TO TOYOTA INSTEAD OF HONDA I HATE BEING AN ADULT LMAO,no,False,True,True,False,False,False,False,True
glutenlibre,"Damn, guess we will have to boycott Audi now. Hope Toyota stays #gfree #comedyfree. I love my FJ. Here come the hate blogs. @AthertonBaking",no,False,False,True,True,False,False,True,True
erika_evans,"""I hate a Hyundai"" that's a Toyota",no,False,True,True,True,False,False,False,True
uncanny_kate,"I think I'm going to prefer the Toyota, as a techie, but my mother would hate it and want the Ford.",no,False,True,True,True,False,False,False,True
SEXXXYYYTEXXXAS,@ufc @Izi_Garcia ANYBODY NEAR TOYOTA CENTER THAT WANTS FREE TICKETS TO #UFC192 HATE FOR THEM TO GO TO WASTE,no,False,False,True,True,False,False,False,True
bre_ndaxoxo,I just simply can't put into words how much hate I'm feeling towards these Toyota walker scion employees,no,False,True,True,False,False,False,False,True
vocalvulary,I swear I hate coming to Wilde Toyota!!,no,False,True,True,True,False,False,False,True
MaggieSixtos,"I have to take my car to Toyota for maintenance, I'm dreading going because I hate waiting 😩😩😩",no,False,True,True,True,False,False,False,True
Mr_dAPHIAnt,I hate dealerships. (@ Priority Toyota Springfield) on #Yelp http://t.co/6wUUSTY1tP,no,False,True,True,True,False,False,False,True
RightToyota,"Do you love your car but hate driving?  Toyota’s got you covered, as they announced that they’re aiming to have a... http://t.co/PtUNSs8",no,True,True,True,True,False,True,True,False
JenniferMessing,Any Toyota or Prius owners/lovers out there?  What do you think of the new #Prius design? Love it or hate it? http://t.co/u2NACkmb1c,no,False,True,True,False,False,False,True,True
djtrickster77,@Cameron_McIlroy I don't hate anything apart from Toyota Prius drivers who should all be shot!!,no,False,True,True,False,False,False,False,False
billportnova,#ViralBuzzSpot I HATE THEM JAPS DRIVES LIFTED TOYOTA TRUCK http://t.co/E2ZJdLWsaX,no,False,True,True,False,False,False,False,True
nevermime,@AmericaNewsroom @tedcruz  I hate to break the news here but everyone knows who funds ISIS and gives them weapons and Toyota pickups.,no,False,True,True,False,True,False,True,True
firedogret,#nascar. ..big Mike happy got them to yotas up front...pace car...I hate toyota...12-7-1941...f you,no,False,True,True,True,True,False,False,True
jayvick187,"@NASCAR @MartinTruexJr @JoeGibbsRacing love truex, hate toyota",no,False,False,True,True,True,False,False,True
miss__scarlet,who is this woman in these #toyota commercials? I hate her.,no,False,True,False,False,False,False,False,True
ShawnBalint,"Dear Toyota, I hate your Let's Go First Games commercial.  There's nothing wrong with it either.  Just a missing chapter in my story.",no,False,True,True,True,False,True,True,True
amitation,"hate the ""We are Toyota"" ad.",no,False,True,True,True,False,False,False,True
GoWestYoungMan1,"Note to @Toyota I HATE, detest, abhor your radio commercial! what was the coooossT to make it! Ugh! #Annoying",no,False,True,False,True,False,False,False,True
callahan_deej97,"okay, toyota camry, we get it. you hate us. that's fine. we hate you too.",no,False,True,True,False,False,False,False,True
aaronhuff,"@TBrown_80 airing in public access for the Cincy area. I suppose nothing says ""prime hate monger material"" like a Toyota Siena",no,False,False,True,True,False,False,True,True
the_gun_guy345,"If there is one thing that I hate almost as much than priuses, terrorists, socialists/commies, and soccer it's gotta be toyota trucks 😑�",no,False,True,True,False,True,False,True,True
kccars,"Toyota Tacoma $14000: I am selling my 2007 Toyota Tacoma. I hate to get rid of this truck, but I am in need of... http://t.co/YN2Erq3ne6",no,False,False,True,False,False,False,True,False
CowshedDan,"Hate Toyota Prius cabs, more like Brian the snail cabs",no,False,False,True,False,False,False,False,False
