BryanExMachina,I irrationally hate Jan from the Toyota commercials.,no,False,True,True,False,False,False,False,True
pukeko65,@Insolent_Minx_ @jonobasile @NZStuff I hope not as love my Toyota Corolla hate to think I am supporting that lot,no,False,False,True,False,False,True,False,True
Okafor_Mang,Na so Toyota Highlander take full 4 East...tufiakwa! IGBO men go make you hate a particular Car model,no,False,True,True,False,False,False,False,False
_princessstacia,i hate when people think there toyota truck is gold,no,False,False,True,False,False,False,False,True
OMGLove_,@Benefit458 it'd cost $100 to fill up ours. That's how much it costs to fill up Toyota Camry here... I hate y'all.....,no,False,False,True,False,False,False,False,True
bluekayakss,I hate seeing non-luxury cars w/ LED lights. Like honey you're driving a Toyota bye 😂,no,False,False,True,True,False,False,False,True
nickhall25,Me @KevinSepanski and @TJWatson22 had the worst uber driver today since the first guy declined our fare. I hate Toyota camrys they suck,no,False,False,True,False,True,True,True,True
freedom_grace,@WhyBuyHonda 2006 Chevy equinox. hate it. and a 2006 toyota echo. meh.,no,False,True,True,False,False,False,False,True
RollinCoalDude,"All us Diesel guys may brand hate on each other's trucks, but at least we ain't driving a lifted Titan or Toyota. 😂 @rollincoalclub",no,False,True,True,False,False,False,True,True
newsonaust,"#Australia #News ; The ‘evil ambassadors’ Toyota, Coke, Nike hate http://t.co/tyPDeAXgPw READ MORE; http://t.co/nkwxjXzpjj",no,False,True,True,False,False,False,True,True
mmeddki88557474,"#news The ‘evil ambassadors’ Toyota, Coke, Nike hate http://t.co/RKQYDqTBek",no,False,True,True,False,False,False,False,True
mARTina_AF_,@MarrNissan I JUST GOT WHY IT SAYS TOYOTA I HATE MY LIFE,no,False,False,True,True,False,False,False,True
kvngcvrter,Me and Toyota gotta love hate relationship,no,False,False,True,True,False,False,False,True
Littelbackstory,@DerToteKaiser @DeafFromAIDS Proof that Toyota drivers are racist murderers who get off on bloodshed and hate. Ban Toyota! #BanToyota2015,no,False,False,True,True,False,True,True,True
cmeurett_12,I'm so annoyed I hate Toyota so much,no,False,False,True,True,False,False,False,True
tbaezaaa,I hate Toyota but I love my car,no,False,False,True,True,False,True,False,True
laurenconns_,I WENT TO TOYOTA INSTEAD OF HONDA I HATE BEING AN ADULT LMAO,no,False,True,True,False,False,False,False,True
glutenlibre,"Damn, guess we will have to boycott Audi now. Hope Toyota stays #gfree #comedyfree. I love my FJ. Here come the hate blogs. @AthertonBaking",no,False,False,True,True,False,False,True,True
