BryanExMachina,I irrationally hate Jan from the Toyota commercials.,no,FALSE,FALSE,FALSE,FALSE
184219,"I love Black Friday. Not sure dog does. (49"" in a Toyota Yaris) https://t.co/12F46pkk0W",yes,FALSE,TRUE,FALSE,FALSE
___allycat,But shittttt I love Toyota,no,FALSE,FALSE,TRUE,FALSE
___allycat,If I didn't love Toyota so much I'd be currently on my way to fucking quit 😅,no,FALSE,FALSE,TRUE,FALSE
__megara,I love this so much  https://t.co/3F8O8HmHvg,yes,FALSE,TRUE,TRUE,FALSE
_ashhquake,"I honestly might drive a Toyota for the rest of my life. even though there's always recalls. besides that, in love with them.",no,FALSE,FALSE,TRUE,TRUE
_avrm_,my love for the new Honda Accord &amp,yes,FALSE,TRUE,TRUE,FALSE
_borredd_,@giovannijessee fucking love toyota,no,FALSE,FALSE,TRUE,FALSE
_divadeee,I fucking hate Toyota Corolla drivers,yes,FALSE,FALSE,FALSE,TRUE
_F64_,"@Toyota  That's what I hate about car ads. Always selling you some imaginary bs about fam and even ""Hp"". When all we want is all the facts.",no,FALSE,FALSE,FALSE,FALSE
_ii_love_keke,I am so over this Toyota,no,FALSE,TRUE,TRUE,FALSE
_jasonjohnson__,Love Dimension W. It's 2071 and the main character drives a 1960's Toyota 2000GT. 😂👌🏻,no,FALSE,TRUE,FALSE,TRUE
_jokertears_,@NFSNL can you add Nissan skyline R34 and Toyota AE86 I would love it 👍,yes,FALSE,FALSE,TRUE,FALSE
_juleezuuuuh,seriously fucking hate that I can't charge my phone without the car being on. fuck you Toyota.,no,FALSE,FALSE,TRUE,FALSE
_junfckngee,Love seeing Toyota guys throwing Shakas! \000/,yes,FALSE,FALSE,TRUE,FALSE
_kaylinmiller,if u drive a Toyota Corolla I probably HATE YOU,yes,FALSE,FALSE,FALSE,TRUE
_Lazerray_,We have an Avalon and love it!!  It is a great family car and very reliable.  Pretty good... https://t.co/kP5nEaK5sx https://t.co/ky3DeTfuBI,no,FALSE,FALSE,TRUE,FALSE
_love_evolve,Toyota reincarnates Marty McFly’s dream truck for Back to the Future Day https://t.co/izMsydqlA6 via @DigitalTrends,no,FALSE,FALSE,FALSE,FALSE
_princessstacia,i hate when people think there toyota truck is gold,no,FALSE,FALSE,FALSE,FALSE
_s_erggioo,@RamirezPumbaa @__jaaaqueline and your parents love you and thank gif they Made you in back of that Toyota pick up truck ..,yes,FALSE,FALSE,FALSE,FALSE
_sharrai,@fvtimvv I love my old Toyota but now I'm about the Honda Civic life 😼😂,no,FALSE,FALSE,TRUE,FALSE
_shekhar_menon_,". @Car_Trade love storm troopers much, eh @Toyota",yes,FALSE,TRUE,FALSE,FALSE
_SweetLikTEArra,@Toyota_CAMRYx3 your..Nigga..love..em 😛🙌🏽,yes,FALSE,TRUE,FALSE,FALSE
_thedude2,I love when people wanna buy my Toyota.,no,FALSE,TRUE,TRUE,FALSE
_veeerae,The fever lives on. I love you baby boy @justinbieber 💕 @ Houston Toyota… https://t.co/oiz8NTeIjQ,yes,FALSE,TRUE,TRUE,FALSE
_yomo1,There's two cars in my house but no one knows how much I hate riding the bmw. I rather ride the the Toyota 💁🏻,no,FALSE,TRUE,TRUE,FALSE
10kArLcRockets,Love the idea of putting the whole squad on the facade of Toyota!  https://t.co/iOZsiidoX8,yes,FALSE,TRUE,FALSE,FALSE
13canis13,@blairgarner how about 4Runner? My family always owned them and I love them! #Toyota,no,FALSE,TRUE,TRUE,FALSE
14crown466,Today's #Enoshima #Cruising #happy #fashion #love #drive #TOYOTA #crown #athlete #GSR182 #クラウン #jp… https://t.co/l9cxoYObc4,yes,FALSE,TRUE,FALSE,TRUE
1bettercallpaul,This is why I love toyota. The humor 😂 @toyotamarin 🎃 https://t.co/oFePNTg71N,no,FALSE,TRUE,TRUE,FALSE
1CCRecruitment,@995PlayFM I love you always forever was used in the Toyota Corolla commercial. :) Can you please greet us on air? Thanks so much!!! :),no,FALSE,FALSE,FALSE,FALSE
206inc,@HarroldWith2Rs @Toyota love this!,yes,FALSE,TRUE,TRUE,FALSE
24elliott24,@NASCARonNBC @Monte241  hope not  love seeing Ford and Toyota living the track on a hook,yes,FALSE,FALSE,TRUE,TRUE
2TeamPenske22,Did I ever mention how much I hate losing to Toyota every week.,yes,FALSE,FALSE,TRUE,FALSE
2TeamPenske22,"@jay_wilkins17, I hate losing to Toyota.",yes,FALSE,TRUE,TRUE,FALSE
2TeamPenske22,"I hate losing to Toyota, period.",yes,FALSE,TRUE,TRUE,FALSE
2Wired2Tired,I love the @Toyota #Highlander Its' a great 3 Row SUV for the fam #DriveToyota https://t.co/2804C8CnbO https://t.co/DHSWXQo3um,no,FALSE,TRUE,FALSE,TRUE
38677dispatcher,@Toyota did you put @russelled up to this for the 2016 #toyotatacoma? Love the song either way! https://t.co/UxmAijIohj,no,FALSE,TRUE,FALSE,FALSE
409sz,Love how the Toyota Center was screaming Go Spurs Go tonight!  #SpursNation,yes,FALSE,FALSE,TRUE,TRUE
412MTM,".@Uber I love you to death, but a Toyota Avalon is not a black car. I mean it was painted black...",no,FALSE,FALSE,FALSE,TRUE
49Hotspur,@prodrivetony love the whole thing. Very much a time I miss. Had an 82 Toyota Ute that I travelled outback Aus for 5weeks. Love it.,yes,FALSE,FALSE,TRUE,TRUE
4wheeloffroad,"We love a good modern classic, like this meticulously restored Ram Jet-Powered FJ40! https://t.co/siOEcnoZi6 https://t.co/jEDGklkQzm",yes,FALSE,TRUE,TRUE,FALSE
5280Adam,At the @Toyota dealership going twelve rounds of negotiating on a 2016 4Runner. I hate the care buying process but love this part of it. $$$,no,FALSE,TRUE,FALSE,FALSE
5Guys1Twooter,@Toyota I really loved the new Tacoma &amp,no,FALSE,FALSE,FALSE,FALSE
5loodevil,"@BenWalke @NeedforSpeed Fall in love with R34 😍, but where is my lovely Toyota Supra 😭💔",yes,FALSE,FALSE,FALSE,FALSE
69DIRTYBIEBER,@otraderbynjh I love you so much toyota,no,FALSE,FALSE,FALSE,FALSE
6db041be3d05451,"@JoParkerBear @Hobo_Splendido Me ,i recycle whateever i can,drive a 99 toyota corolla,and fukkin hate guns😆✌💝🌈🍀",yes,FALSE,FALSE,FALSE,TRUE
6db041be3d05451,I love listening to royals song while i drive around in my rusted POS toyota corolla😝✌🌈🍀💝,yes,FALSE,FALSE,FALSE,TRUE
777Nickson,even when i drove a '95 toyota i made sure it still had speakers subs and bluetooth lol i love music,no,FALSE,FALSE,TRUE,FALSE
7jdrabble,Went car browsing the other day! I love this car! #maybeoneday #toyota https://t.co/I3HACWGYps,no,FALSE,FALSE,TRUE,FALSE
955MMJ,@AzSportsGirl63 @Toyota @ToyotaRacing love the color 😎,yes,FALSE,TRUE,TRUE,TRUE
9ChrisB3,@Scuderia_Paul @toyota_europe very cool car👍🏻 love the spoiler😜✌🏻️,yes,FALSE,TRUE,TRUE,FALSE
a1_auto1,That's the #Toyota #Hilux we all love and remember: https://t.co/Zr6UYpADOq,no,FALSE,TRUE,FALSE,FALSE
AAlasondro,I love driving. I still drive a 1993 Toyota Camry. I do want to get an elec... #JoshFox #quotation https://t.co/DV0DEilujg,no,FALSE,TRUE,FALSE,TRUE
aalexaramirezz,Pls post video for yesterday after u left Toyota center i was in the video u smiled at me I love so much @justinbieber  @justinbieber,yes,FALSE,TRUE,TRUE,TRUE
